Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HC,AC,HF,AF,Path,Season,HP1,HP2,HP3,HP4,HP5,HP6,HP7,HP8,HP9,HP10,HP11,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9,AP10,AP11,HPG,HPD,HPF,HPM,APD,APG,APF,APM
21-Oct-00,Charlton,Middlesbrough,1,0,H,0,0,D,20043,Mike Riley,5,8,2,6,5,6,11,19,.data/EPL/2000-01/3377.json,0,1848,356,111,1524,1520,1855,1851,1168,1516,1522,397,320,35,937,151,1949,349,488,326,1076,394,1587,1,4,2,4,5,1,3,2
21-Oct-00,Chelsea,Coventry,6,1,H,2,0,H,34646,Steve Lodge,33,3,19,3,10,0,6,8,.data/EPL/2000-01/3378.json,0,1350,1533,1151,1148,107,1535,1677,1532,1413,1355,1145,1370,1030,1155,1687,1033,497,1359,1156,1543,1869,1688,1,5,2,3,4,1,2,4
21-Oct-00,Liverpool,Leicester,1,0,H,0,0,D,44395,Andy D'Urso,24,8,11,3,10,9,8,10,.data/EPL/2000-01/3379.json,0,1727,908,1709,1595,1205,569,1710,277,1920,238,1575,684,706,384,1449,1199,1333,453,519,639,670,1196,1,3,2,5,4,1,1,5
21-Oct-00,Man United,Leeds,3,0,H,1,0,H,67523,Jeff Winter,26,5,14,0,12,4,9,18,.data/EPL/2000-01/3380.json,0,59,1719,1718,321,407,1210,336,1217,332,1940,921,1411,1404,259,694,1705,1906,1190,1407,1412,1909,1565,1,5,2,3,4,1,2,4
21-Oct-00,Newcastle,Everton,0,1,A,0,0,D,51625,Mark Halsey,11,9,4,4,5,4,9,12,.data/EPL/2000-01/3381.json,0,851,89,239,1736,1740,1590,590,1597,721,1230,1960,416,1886,1558,720,25,1701,1586,1884,1096,1883,1185,1,4,2,4,4,1,1,5
21-Oct-00,Tottenham,Derby,3,1,H,2,1,H,34483,Mike Dean,18,8,8,7,7,4,9,16,.data/EPL/2000-01/3382.json,0,1978,1282,566,973,776,462,78,587,961,583,1274,1391,1178,1161,1873,109,1698,1393,1695,1553,1426,1177,1,4,2,4,3,1,3,4
21-Oct-00,West Ham,Arsenal,1,2,A,0,2,A,26034,Dermot Gallagher,11,13,3,5,5,4,15,11,.data/EPL/2000-01/3383.json,0,1451,1111,1080,800,293,741,395,1632,11,768,1805,991,1831,1650,14,1651,1,1132,1297,1835,1836,1497,1,3,2,5,5,1,2,3
22-Oct-00,Aston Villa,Sunderland,0,0,D,0,0,D,27215,Rob Styles,17,7,4,3,7,3,11,17,.data/EPL/2000-01/3384.json,0,72,406,1308,847,338,252,1839,23,153,909,848,1253,1445,1972,1757,1260,1259,1754,1768,424,304,1751,1,3,2,5,4,1,2,4
23-Oct-00,Southampton,Man City,0,2,A,0,1,A,15056,Alan Wiley,19,11,6,4,9,3,10,15,.data/EPL/2000-01/3385.json,0,1360,533,1623,958,1455,1747,79,1246,1621,528,1458,1059,732,1928,1184,1927,938,1936,27,1935,714,1179,1,4,1,5,5,1,2,3
28-Oct-00,Arsenal,Man City,5,0,H,1,0,H,38049,Rob Styles,22,6,14,2,10,4,6,13,.data/EPL/2000-01/3386.json,0,1494,3,19,1835,14,1132,1297,1659,225,991,1650,1059,1938,732,1928,1927,938,1936,27,1935,1351,714,1,5,2,3,6,1,2,2
28-Oct-00,Aston Villa,Charlton,2,1,H,2,0,H,27461,Dermot Gallagher,12,7,7,4,9,6,13,11,.data/EPL/2000-01/3387.json,0,72,406,1308,847,909,338,252,1361,1839,23,153,1848,356,111,1520,1853,1851,1522,1855,1516,1168,397,1,3,2,5,4,1,2,4
28-Oct-00,Chelsea,Tottenham,3,0,H,2,0,H,34966,Steve Dunn,9,6,7,3,2,3,12,14,.data/EPL/2000-01/3388.json,0,1350,1533,1148,1145,107,1677,1532,1355,1151,1413,1535,462,566,776,1464,78,1645,1628,587,961,583,1274,1,5,2,3,4,1,1,5
28-Oct-00,Ipswich,Middlesbrough,2,1,H,2,0,H,21771,Neale Barry,19,7,11,3,6,1,8,17,.data/EPL/2000-01/3389.json,0,878,1896,1903,1894,1895,1898,1899,960,1371,1897,757,1076,1075,488,937,151,349,1070,394,1949,1222,1587,1,5,2,3,5,1,3,2
28-Oct-00,Leicester,Derby,2,1,H,1,1,D,20525,Graham Poll,9,7,5,2,7,3,9,18,.data/EPL/2000-01/3390.json,0,103,684,706,734,1449,1199,1333,519,1201,670,1196,1877,1161,109,1545,1393,1392,1389,1391,1695,1698,1177,1,4,2,4,4,1,1,5
28-Oct-00,Man United,Southampton,5,0,H,2,0,H,67581,Andy D'Urso,16,12,8,5,7,7,5,9,.data/EPL/2000-01/3391.json,0,1211,315,725,336,321,332,1940,335,576,921,331,1623,1249,958,1455,1749,1246,1621,528,1458,903,1747,1,4,2,4,4,1,2,4
28-Oct-00,Sunderland,Coventry,1,0,H,0,0,D,44526,Alan Wiley,11,10,7,4,1,3,17,10,.data/EPL/2000-01/3392.json,0,272,1253,1445,1972,304,1260,1259,1754,424,1751,1768,1869,1030,1155,1687,1033,154,1359,1990,1543,1540,1688,1,4,2,4,4,1,2,4
28-Oct-00,West Ham,Newcastle,1,0,H,0,0,D,26044,Mike Riley,11,12,4,5,3,8,15,10,.data/EPL/2000-01/3393.json,0,1632,1451,1111,1080,1634,800,741,395,96,11,1805,851,89,239,1736,721,1956,1740,1437,1959,1597,1230,1,4,2,4,3,1,2,5
29-Oct-00,Bradford,Leeds,1,1,D,1,0,H,17364,Steve Lodge,11,12,6,9,5,9,15,15,.data/EPL/2000-01/3394.json,0,954,125,1670,953,905,1240,228,1668,627,1236,187,1190,1404,259,1560,694,1705,1412,1706,1045,1909,1565,1,4,2,4,5,1,2,3
29-Oct-00,Liverpool,Everton,3,1,H,1,1,D,44718,Paul Durkin,10,9,8,7,9,6,10,10,.data/EPL/2000-01/3395.json,0,1727,908,1709,1595,1205,569,1710,1575,277,1920,238,416,1886,720,1558,25,1701,1586,1884,1096,1185,1883,1,3,2,5,4,1,1,5
04-Nov-00,Charlton,Bradford,2,0,H,2,0,H,19655,Neale Barry,11,12,7,8,3,6,10,20,.data/EPL/2000-01/3396.json,0,1848,1517,1988,111,1520,1855,1853,1168,1516,1522,1851,60,125,1670,932,953,905,954,228,1668,1236,187,1,4,2,4,4,1,2,4
04-Nov-00,Coventry,Man United,1,2,A,0,2,A,21079,Graham Poll,4,11,2,6,3,9,17,8,.data/EPL/2000-01/3397.json,0,1030,1370,1155,1687,1658,154,1206,1359,1540,1990,1688,1211,407,725,315,336,321,1940,335,576,921,331,1,5,1,4,4,1,2,4
04-Nov-00,Leeds,Liverpool,4,3,H,1,2,A,40055,David Ellaray,10,14,7,8,7,7,18,18,.data/EPL/2000-01/3398.json,0,1565,1404,259,1560,694,1906,1412,1190,1706,1045,1909,915,908,1709,1595,1423,238,1710,1711,1205,1727,1920,1,4,2,4,3,1,1,6
04-Nov-00,Man City,Leicester,0,1,A,0,0,D,34279,Mark Halsey,14,3,3,2,9,4,12,14,.data/EPL/2000-01/3399.json,0,1059,732,1928,1927,938,27,1935,1179,1351,1936,714,519,1917,103,684,706,1014,734,1199,1333,670,1196,1,6,2,2,5,1,2,3
04-Nov-00,Middlesbrough,Arsenal,0,1,A,0,1,A,29541,Andy D'Urso,4,11,3,8,5,8,10,11,.data/EPL/2000-01/3400.json,0,320,1076,1075,937,349,488,245,1070,394,359,1587,3,1497,991,19,13,14,1651,1132,1297,1659,225,1,4,4,2,5,1,2,3
04-Nov-00,Newcastle,Ipswich,2,1,H,1,1,D,50922,Alan Wiley,11,8,6,5,7,4,13,7,.data/EPL/2000-01/3401.json,0,851,89,239,1736,1740,1590,1956,721,1230,1597,1960,878,1896,757,1903,1371,1897,1894,1895,1898,1899,960,1,3,2,5,5,1,2,3
04-Nov-00,Southampton,Chelsea,3,2,H,2,0,H,15236,Jeff Winter,10,9,4,4,7,7,16,11,.data/EPL/2000-01/3402.json,0,1623,1748,958,1005,1455,1747,1246,528,1749,1458,812,1350,1145,1148,1989,107,1353,1356,1151,1413,1355,1535,1,5,2,3,4,1,3,3
04-Nov-00,Tottenham,Sunderland,2,1,H,1,0,H,36016,Dermot Gallagher,11,12,6,3,8,7,18,9,.data/EPL/2000-01/3403.json,0,1978,462,1282,566,776,1464,78,587,961,583,1274,272,1253,1259,1972,1260,1754,424,1971,304,1751,1768,1,5,2,3,4,1,2,4
05-Nov-00,Everton,Aston Villa,0,1,A,0,0,D,27670,Steve Lodge,14,4,6,1,6,2,17,23,.data/EPL/2000-01/3404.json,0,416,1886,1558,25,1701,1096,1586,842,181,720,1882,72,1744,1308,847,406,252,1361,1839,23,153,909,1,5,1,4,3,1,2,5
06-Nov-00,Derby,West Ham,0,0,D,0,0,D,24621,Paul Durkin,14,6,2,6,6,1,14,18,.data/EPL/2000-01/3405.json,0,1545,1391,1177,1161,109,1546,1871,1058,1695,1698,1553,1657,1451,1111,1080,800,1634,293,741,395,96,1805,1,4,1,5,3,1,3,4
11-Nov-00,Arsenal,Derby,0,0,D,0,0,D,37679,Steve Lodge,15,9,9,2,10,0,12,13,.data/EPL/2000-01/3406.json,0,1650,1297,19,14,1651,1132,1659,1497,1836,225,991,1391,1161,109,1426,1058,1546,1871,1695,1698,1553,1177,1,4,3,3,4,1,1,5
11-Nov-00,Aston Villa,Tottenham,2,0,H,1,0,H,33608,Barry Knight,11,3,6,2,10,1,15,13,.data/EPL/2000-01/3407.json,0,72,406,1308,847,909,338,153,252,1361,1839,23,1978,1282,566,776,462,1464,78,587,961,583,1274,1,3,2,5,5,1,2,3
11-Nov-00,Bradford,Everton,0,1,A,0,0,D,17276,Rob Harris,11,9,6,4,3,3,8,18,.data/EPL/2000-01/3408.json,0,125,1670,953,905,627,954,1240,228,1668,932,1236,181,416,1886,1558,25,1701,1096,1884,1883,842,1882,1,4,3,3,4,1,1,5
11-Nov-00,Ipswich,Charlton,2,0,H,0,0,D,22263,Steve Bennett,30,7,13,4,13,3,8,12,.data/EPL/2000-01/3409.json,0,878,1896,757,1903,1895,1898,1894,1899,960,1371,884,1848,1988,111,1520,1853,1851,1344,1168,1522,1855,1516,1,5,2,3,4,1,2,4
11-Nov-00,Leicester,Newcastle,1,1,D,0,0,D,21406,Rob Styles,8,7,4,1,0,3,7,8,.data/EPL/2000-01/3410.json,0,1917,103,684,706,1014,734,1199,1333,519,670,1196,851,89,239,1736,721,1956,1740,1437,1590,1957,1230,1,5,2,3,4,1,1,5
11-Nov-00,Man United,Middlesbrough,2,1,H,0,1,A,67576,Paul Durkin,18,5,11,1,10,0,5,10,.data/EPL/2000-01/3411.json,0,1719,407,59,1217,321,1211,336,332,1940,921,331,320,1076,937,1075,1218,349,488,1070,1949,359,1587,1,4,2,4,4,1,3,3
11-Nov-00,Sunderland,Southampton,2,2,D,1,1,D,45064,Mike Dean,11,10,5,5,7,4,13,21,.data/EPL/2000-01/3412.json,0,272,1757,1260,1259,1253,1754,424,304,1751,1445,1768,958,1748,1005,1455,1246,528,1749,1623,1458,812,1747,1,4,2,4,5,1,2,3
11-Nov-00,West Ham,Man City,4,1,H,0,1,A,26022,Jeff Winter,22,10,11,5,7,5,7,7,.data/EPL/2000-01/3413.json,0,1111,1080,800,1634,293,741,395,1451,11,96,1805,1059,732,1927,938,1936,916,1351,714,1928,1179,1934,1,4,2,4,5,1,1,4
12-Nov-00,Chelsea,Leeds,1,1,D,0,0,D,35121,Graham Poll,12,11,7,3,3,2,19,24,.data/EPL/2000-01/3414.json,0,1350,1533,1151,1145,1148,107,1677,1532,1413,1355,1535,1909,1404,259,1560,694,886,929,1412,1190,1706,1045,1,5,2,3,5,1,2,3
12-Nov-00,Liverpool,Coventry,4,1,H,1,0,H,43701,Mike Riley,19,10,13,5,7,1,10,12,.data/EPL/2000-01/3415.json,0,908,1709,569,1710,1575,1335,1920,238,1208,1711,1571,1869,1030,1155,497,154,1687,1359,1990,1362,1206,1688,1,4,2,4,5,1,1,4
18-Nov-00,Charlton,Chelsea,2,0,H,1,0,H,20043,Paul Durkin,10,13,6,3,4,5,18,22,.data/EPL/2000-01/3416.json,0,1848,1517,111,1520,159,1853,1344,1168,1855,1851,1850,1350,1533,1151,1145,1148,1027,107,1535,1677,1355,1413,1,4,2,4,4,1,2,4
18-Nov-00,Derby,Bradford,2,0,H,0,0,D,31614,Andy D'Urso,7,7,3,4,2,4,10,18,.data/EPL/2000-01/3417.json,0,1872,1871,1161,1392,1546,1391,1058,1695,1698,1553,1177,954,125,932,953,905,228,1672,627,1668,1236,187,1,5,1,4,4,1,3,3
18-Nov-00,Everton,Arsenal,2,0,H,0,0,D,33106,Mike Riley,4,4,2,2,3,5,20,12,.data/EPL/2000-01/3418.json,0,416,1558,1557,25,1096,1883,842,401,1186,1185,1882,1494,1497,13,1650,19,1296,14,1502,1835,1836,991,1,4,2,4,4,1,3,3
18-Nov-00,Leeds,West Ham,0,1,A,0,1,A,40005,Paul Taylor,15,4,6,3,2,2,14,19,.data/EPL/2000-01/3419.json,0,1706,1404,259,1560,694,886,929,1412,1190,1045,1909,1111,96,1498,1080,800,1634,293,741,395,11,1805,1,5,2,3,4,1,2,4
18-Nov-00,Man City,Man United,0,1,A,0,1,A,34429,Steve Dunn,10,8,4,4,10,11,13,8,.data/EPL/2000-01/3420.json,0,1059,732,1927,938,1936,27,1935,916,1351,714,1934,59,1211,407,315,321,336,332,1940,576,921,331,1,5,1,4,4,1,2,4
18-Nov-00,Middlesbrough,Leicester,0,3,A,0,2,A,27965,Alan Wiley,11,9,4,7,6,2,8,12,.data/EPL/2000-01/3421.json,0,359,35,151,1949,1218,349,488,245,1951,1952,1070,519,1917,103,684,706,1014,734,1333,1199,670,1196,1,4,4,2,5,1,2,3
18-Nov-00,Newcastle,Sunderland,1,2,A,1,0,H,52030,Graham Poll,19,9,9,6,1,4,17,26,.data/EPL/2000-01/3422.json,0,851,89,239,1957,1740,1589,1590,1956,1597,721,1230,272,1253,424,1445,304,1260,1757,1259,1754,1751,1768,1,3,1,6,4,1,2,4
18-Nov-00,Southampton,Aston Villa,2,0,H,2,0,H,14979,Peter Jones,7,9,3,3,3,3,10,10,.data/EPL/2000-01/3423.json,0,958,1249,1748,1005,1455,1246,1621,528,1749,1623,1458,72,23,847,338,406,252,1361,1839,153,909,1308,1,4,3,3,3,1,2,5
19-Nov-00,Tottenham,Liverpool,2,1,H,2,1,H,36036,Mark Halsey,6,9,4,4,6,5,11,13,.data/EPL/2000-01/3424.json,0,1975,462,1627,566,776,78,1464,1978,587,961,583,1709,1595,1571,1423,1208,1710,1335,1920,238,277,1711,1,5,2,3,4,1,2,4
20-Nov-00,Coventry,Ipswich,0,1,A,0,0,D,19322,David Ellaray,12,10,5,4,5,5,10,12,.data/EPL/2000-01/3425.json,0,1869,1030,1155,1370,1687,1033,1539,1691,1359,1206,1688,878,1895,1896,757,1899,884,1894,1898,960,1371,1903,1,4,2,4,5,1,2,3
25-Nov-00,Charlton,Sunderland,0,1,A,0,0,D,20043,Steve Dunn,10,8,2,3,7,8,16,16,.data/EPL/2000-01/3426.json,0,1848,1517,111,1520,159,1853,1851,1344,1855,1168,1850,272,1253,1445,304,1260,1757,1259,1754,424,1751,1768,1,4,2,4,4,1,2,4
25-Nov-00,Coventry,Aston Villa,1,1,D,0,1,A,21464,Jeff Winter,10,7,2,4,6,1,9,19,.data/EPL/2000-01/3427.json,0,1690,1030,1155,1370,1033,1539,1691,1687,1359,1206,1688,72,847,406,1308,338,252,848,1361,1839,23,153,1,4,2,4,3,1,1,6
25-Nov-00,Derby,Man United,0,3,A,0,0,D,32910,David Ellaray,1,12,0,7,3,9,12,12,.data/EPL/2000-01/3428.json,0,1872,1391,1546,1161,1233,1553,1871,1058,1695,1698,1177,59,1940,1211,576,1719,407,315,1723,336,321,332,1,4,1,5,4,1,2,4
25-Nov-00,Everton,Chelsea,2,1,H,0,1,A,33515,Rob Styles,11,10,5,6,1,4,11,18,.data/EPL/2000-01/3429.json,0,416,1558,720,25,1096,1186,1883,842,401,1185,1882,1350,1533,1866,1148,107,1677,1860,1151,1413,1857,1535,1,4,2,4,4,1,3,3
25-Nov-00,Man City,Ipswich,2,3,A,0,2,A,33741,Mike Dean,9,11,4,4,6,5,8,5,.data/EPL/2000-01/3430.json,0,1938,732,1927,938,916,1351,714,27,795,1184,1934,878,1896,757,586,1894,1898,1899,960,1371,1903,884,1,5,2,3,5,1,2,3
25-Nov-00,Middlesbrough,Bradford,2,2,D,0,2,A,28526,Paul Taylor,14,9,9,5,6,4,17,18,.data/EPL/2000-01/3431.json,0,363,1951,245,1728,35,937,1218,349,326,359,1222,125,1670,953,905,1672,954,1240,1664,932,1236,1003,1,4,2,4,4,1,3,3
25-Nov-00,Southampton,West Ham,2,3,A,1,2,A,15232,Steve Bennett,10,14,5,8,6,10,12,10,.data/EPL/2000-01/3432.json,0,958,1623,1748,1246,1005,1455,1747,1749,1621,528,1458,1451,1498,1080,293,1634,800,741,395,11,1164,1805,1,5,2,3,3,1,3,4
25-Nov-00,Tottenham,Leicester,3,0,H,2,0,H,35636,Rob Harris,15,11,7,5,5,8,21,15,.data/EPL/2000-01/3433.json,0,1975,1978,462,776,1627,566,587,557,78,961,583,706,1917,1513,103,684,734,1014,1199,1333,670,1196,1,5,2,3,5,1,2,3
26-Nov-00,Leeds,Arsenal,1,0,H,0,0,D,38084,Dermot Gallagher,12,9,6,3,8,4,19,22,.data/EPL/2000-01/3434.json,0,1404,1560,694,886,80,1412,1190,1706,1045,1909,1565,3,1650,19,1296,14,1651,1132,1835,1659,1831,1836,1,4,2,4,5,1,2,3
26-Nov-00,Newcastle,Liverpool,2,1,H,1,0,H,51949,Barry Knight,9,13,6,9,5,11,17,15,.data/EPL/2000-01/3435.json,0,590,851,89,239,1957,1740,1437,1590,1597,721,1230,915,908,1709,1595,1423,569,1710,1575,1335,1920,277,1,4,1,5,4,1,2,4
02-Dec-00,Arsenal,Southampton,1,0,H,0,0,D,38036,Steve Dunn,24,7,12,5,16,8,14,15,.data/EPL/2000-01/3436.json,0,3,1497,1650,1296,1835,14,1132,1297,1836,991,1651,958,903,1249,1455,1747,1246,1005,1621,528,1749,1458,1,5,2,3,4,1,2,4
02-Dec-00,Aston Villa,Newcastle,1,1,D,1,0,H,34255,David Ellaray,8,9,4,5,8,2,11,12,.data/EPL/2000-01/3437.json,0,72,406,1308,338,1083,252,848,1361,1839,23,153,590,851,1960,239,721,1956,1740,1437,1736,1230,1597,1,3,1,6,4,1,1,5
02-Dec-00,Bradford,Coventry,2,1,H,0,0,D,15523,Mike Dean,10,13,6,7,9,8,11,12,.data/EPL/2000-01/3438.json,0,1189,125,1670,953,1672,102,627,1664,1240,1236,1003,1156,1540,1030,1155,1033,497,1206,1359,1543,1539,1688,1,5,3,2,4,1,1,5
02-Dec-00,Ipswich,Derby,0,1,A,0,1,A,22003,Mark Halsey,11,3,5,3,6,1,13,13,.data/EPL/2000-01/3439.json,0,1896,757,1899,1991,1008,1895,1898,1894,960,1371,1903,1872,1161,109,1392,1871,1546,1391,1695,1698,1553,1177,1,5,2,3,5,1,1,4
02-Dec-00,Leicester,Leeds,3,1,H,3,0,H,21486,Steve Bennett,8,12,5,4,0,6,10,7,.data/EPL/2000-01/3440.json,0,103,1513,684,706,734,1014,1199,1333,384,670,1196,1565,1404,1111,259,1560,694,886,1411,1412,1190,1909,1,5,1,4,5,1,2,3
02-Dec-00,Liverpool,Charlton,3,0,H,1,0,H,43515,Rob Styles,13,7,3,2,6,5,10,9,.data/EPL/2000-01/3441.json,0,915,908,1709,1727,238,569,1710,277,1335,1920,1575,1848,1850,1517,111,1520,159,1851,1344,1168,1523,1855,1,5,2,3,4,1,2,4
02-Dec-00,Man United,Tottenham,2,0,H,1,0,H,67583,Graham Poll,16,5,8,3,7,5,7,8,.data/EPL/2000-01/3442.json,0,59,1211,576,1719,407,321,336,1940,332,921,331,167,1975,462,1627,566,557,776,78,587,961,583,1,4,2,4,5,1,2,3
02-Dec-00,West Ham,Middlesbrough,1,0,H,1,0,H,25459,Roy Burton,14,5,6,3,7,5,17,19,.data/EPL/2000-01/3443.json,0,1164,1451,1570,1498,1080,800,1634,741,395,11,1805,363,937,488,35,1218,349,326,245,1070,359,1222,1,4,3,3,5,1,2,3
03-Dec-00,Chelsea,Man City,2,1,H,2,0,H,34971,Dermot Gallagher,9,11,7,5,7,10,9,12,.data/EPL/2000-01/3444.json,0,1350,1533,1151,1148,1027,1677,1413,1866,1353,1145,1535,1059,732,767,1927,938,1938,1351,1935,714,1179,1934,1,5,3,2,5,1,2,3
04-Dec-00,Sunderland,Everton,2,0,H,1,0,H,46372,Peter Jones,24,7,11,2,8,4,16,23,.data/EPL/2000-01/3445.json,0,1253,1445,1972,304,1757,1260,1754,1768,1042,1751,1259,416,1558,720,25,1096,401,1186,1883,842,1185,1882,1,3,2,5,4,1,2,4
09-Dec-00,Arsenal,Newcastle,5,0,H,2,0,H,38052,Mike Dean,15,3,10,1,5,2,10,11,.data/EPL/2000-01/3446.json,0,3,1297,19,1296,13,14,1835,1659,1298,1497,1502,590,851,1959,239,721,1956,1589,1597,1437,1230,1740,1,5,2,3,4,1,1,5
09-Dec-00,Bradford,Tottenham,3,3,D,1,2,A,17225,Neale Barry,13,6,6,4,7,2,6,16,.data/EPL/2000-01/3447.json,0,1189,125,1670,1672,102,905,627,1664,1240,1236,187,167,1975,462,1627,1628,557,776,78,587,961,583,1,4,3,3,5,1,2,3
09-Dec-00,Charlton,Man United,3,3,D,1,2,A,20043,Steve Lodge,15,15,8,8,9,6,6,10,.data/EPL/2000-01/3448.json,0,1848,1850,1517,111,1520,159,1851,1344,1168,1855,1854,1211,1209,1719,331,1723,321,407,1217,332,335,921,1,4,2,4,4,1,1,5
09-Dec-00,Chelsea,Derby,4,1,H,3,0,H,34317,Paul Taylor,19,5,10,3,3,6,8,14,.data/EPL/2000-01/3449.json,0,1151,1145,1027,107,1350,1533,1677,1353,1866,1355,1535,1872,1391,942,1546,1161,109,1426,1553,1871,1695,1177,1,4,2,4,5,1,1,4
09-Dec-00,Man City,Everton,5,0,H,3,0,H,34516,Steve Bennett,13,14,9,4,5,13,12,12,.data/EPL/2000-01/3450.json,0,1059,1938,1184,767,1927,1935,1179,1351,938,1934,714,416,1886,1558,720,25,1884,1096,401,181,1185,1882,1,5,2,3,5,1,1,4
09-Dec-00,Southampton,Leeds,1,0,H,1,0,H,15225,Paul Durkin,12,13,3,5,2,10,13,15,.data/EPL/2000-01/3451.json,0,958,1249,1005,1455,1747,1246,1621,528,1749,1623,1458,1404,1111,259,1560,694,1412,1190,1706,80,1909,1565,1,4,3,3,4,1,2,4
09-Dec-00,Sunderland,Middlesbrough,1,0,H,0,0,D,47742,Graham Poll,8,8,5,5,5,3,22,21,.data/EPL/2000-01/3452.json,0,1259,1757,1260,1754,1253,1042,304,1751,1445,1768,1972,363,359,35,937,1218,349,931,488,326,1587,1070,1,3,2,5,4,1,2,4
09-Dec-00,West Ham,Aston Villa,1,1,D,1,1,D,25888,Mike Riley,13,15,5,4,4,4,14,15,.data/EPL/2000-01/3453.json,0,1451,785,1570,1080,293,1634,741,1498,395,96,1805,1083,252,72,848,1361,406,1308,1839,23,153,338,1,4,3,3,3,1,1,6
10-Dec-00,Coventry,Leicester,1,0,H,1,0,H,17283,Steve Dunn,12,6,5,1,8,10,11,15,.data/EPL/2000-01/3454.json,0,1869,1540,1030,1155,1539,1358,1175,1543,1206,1033,1688,103,1513,684,706,384,734,670,1333,1569,639,1196,1,3,2,5,5,1,1,4
10-Dec-00,Liverpool,Ipswich,0,1,A,0,1,A,43509,Alan Wiley,14,11,5,6,8,5,12,14,.data/EPL/2000-01/3455.json,0,915,1709,1727,1710,569,1335,1920,238,1423,1208,277,878,1896,757,1903,1894,1895,1898,1899,960,1371,884,1,5,2,3,5,1,2,3
16-Dec-00,Aston Villa,Man City,2,2,D,0,0,D,29281,Andy D'Urso,10,9,5,4,5,4,8,16,.data/EPL/2000-01/3456.json,0,72,406,338,1083,252,848,1361,1839,23,153,1308,1059,1938,1184,1927,938,1935,767,1179,1351,714,1934,1,3,1,6,4,1,2,4
16-Dec-00,Derby,Coventry,1,0,H,1,0,H,27869,Matt Messias,4,14,3,5,3,5,17,10,.data/EPL/2000-01/3457.json,0,1872,1391,1161,109,1392,1871,1546,1695,1698,1553,1177,1869,1540,1155,1033,1539,1206,1030,1358,1175,1543,1688,1,4,1,5,3,1,2,5
16-Dec-00,Everton,West Ham,1,1,D,0,0,D,31246,Clive Wilkes,15,9,5,4,9,7,10,7,.data/EPL/2000-01/3458.json,0,1558,720,25,416,1096,1886,842,401,1186,1185,1882,741,395,11,1451,96,1570,1805,1080,293,800,1634,1,4,2,4,4,1,2,4
16-Dec-00,Ipswich,Southampton,3,1,H,0,1,A,22228,Barry Knight,15,13,7,4,6,1,11,12,.data/EPL/2000-01/3459.json,0,878,1896,1899,757,999,1895,1898,960,1371,1903,884,1249,1623,528,1748,958,1005,1455,1747,1246,1749,1458,1,5,2,3,5,1,3,2
16-Dec-00,Leeds,Sunderland,2,0,H,1,0,H,40053,Rob Styles,17,17,8,6,8,5,16,20,.data/EPL/2000-01/3460.json,0,1909,1560,1404,1111,259,694,1049,1412,1190,1706,1565,1253,1445,1972,304,1259,1757,1260,1754,1042,1751,1768,1,4,2,4,3,1,2,5
16-Dec-00,Leicester,Charlton,3,1,H,1,1,D,19371,Alan Wiley,9,12,5,8,5,5,11,16,.data/EPL/2000-01/3461.json,0,453,684,706,734,1014,1333,1411,384,519,1201,1196,1848,111,397,1520,1853,1851,1344,1168,1855,1516,1850,1,4,1,5,5,1,2,3
16-Dec-00,Middlesbrough,Chelsea,1,0,H,0,0,D,29422,Peter Jones,7,9,4,3,3,5,14,16,.data/EPL/2000-01/3462.json,0,363,1950,937,1218,931,488,326,245,1070,1949,1222,1350,1533,1866,1027,107,1677,1353,1151,1355,1147,1535,1,3,2,5,4,1,2,4
16-Dec-00,Newcastle,Bradford,2,1,H,1,0,H,50470,Steve Dunn,17,7,6,3,4,3,16,17,.data/EPL/2000-01/3463.json,0,590,851,1735,89,239,1957,1740,1437,1597,721,1230,1189,125,1670,953,309,1672,954,1240,1664,1003,1673,1,4,1,5,5,1,3,2
17-Dec-00,Man United,Liverpool,0,1,A,0,1,A,67533,Mike Riley,6,9,4,4,9,2,10,11,.data/EPL/2000-01/3464.json,0,1211,1719,407,321,336,1217,1940,335,332,315,331,915,908,1709,1423,569,1710,1335,1920,1921,1575,1208,1,4,1,5,4,1,2,4
18-Dec-00,Tottenham,Arsenal,1,1,D,1,0,H,36062,Jeff Winter,8,17,4,10,3,7,20,14,.data/EPL/2000-01/3465.json,0,1975,1978,462,1627,566,557,776,78,587,961,583,3,1497,1297,19,1296,1835,13,14,1651,1659,1502,1,5,2,3,5,1,2,3
22-Dec-00,Coventry,Southampton,1,1,D,1,0,H,18090,Alan Wiley,12,10,5,2,8,6,12,13,.data/EPL/2000-01/3466.json,0,1540,1030,1155,1033,1539,1691,1206,1359,1175,1869,1688,1462,1748,1005,1455,1747,1246,1621,1749,1458,812,903,1,3,2,5,4,1,1,5
23-Dec-00,Charlton,Everton,1,0,H,1,0,H,20042,Graham Barber,10,10,7,4,13,6,15,21,.data/EPL/2000-01/3467.json,0,1848,1850,1853,1517,1344,111,1520,1855,1851,1168,1522,1886,720,1558,1396,1702,1186,842,1447,401,1185,1882,1,4,2,4,4,1,2,4
